Id,SalePrice
1461,123464.0
1462,157549.36
1463,181775.36
1464,194541.31
1465,199359.69
1466,178818.92
1467,160641.81
1468,176694.33
1469,190772.9
1470,113163.55
1471,200126.0
1472,97620.6
1473,100019.69
1474,155597.47
1475,134858.42
1476,338926.8
1477,282987.44
1478,293886.2
1479,164122.16
1480,504193.88
1481,353969.53
1482,208800.33
1483,160717.0
1484,173356.3
1485,172420.03
1486,194158.36
1487,309232.9
1488,237514.86
1489,202416.33
1490,216760.14
1491,184634.98
1492,80097.9
1493,188989.97
1494,271372.28
1495,305806.5
1496,218892.55
1497,166787.78
1498,163271.23
1499,151578.64
1500,152560.45
1501,178722.3
1502,158185.5
1503,291464.6
1504,226801.28
1505,230238.1
1506,189761.14
1507,260597.42
1508,210937.62
1509,167861.28
1510,144193.52
1511,146339.42
1512,171924.1
1513,161756.1
1514,184891.0
1515,181966.22
1516,149930.62
1517,161281.77
1518,137850.03
1519,235522.14
1520,136158.02
1521,145329.2
1522,168699.94
1523,107834.77
1524,117869.78
1525,126386.914
1526,124288.42
1527,97885.28
1528,130913.58
1529,153795.45
1530,187641.69
1531,104487.62
1532,112900.06
1533,134665.45
1534,120074.945
1535,157388.19
1536,110042.07
1537,61316.46
1538,173840.38
1539,189510.23
1540,102048.79
1541,162694.44
1542,138969.17
1543,249270.25
1544,86615.62
1545,116153.88
1546,133813.78
1547,141487.16
1548,137491.73
1549,121326.26
1550,155413.7
1551,109508.76
1552,138965.77
1553,153002.4
1554,116253.47
1555,147513.52
1556,104962.32
1557,115189.26
1558,89496.08
1559,103204.51
1560,131206.05
1561,145102.34
1562,123486.64
1563,125984.53
1564,160812.33
1565,152779.14
1566,221868.52
1567,74827.9
1568,228869.88
1569,173780.55
1570,131993.8
1571,128173.97
1572,157483.58
1573,258704.52
1574,87948.25
1575,218942.4
1576,221014.61
1577,197054.27
1578,153498.67
1579,141963.98
1580,189717.47
1581,144006.8
1582,128663.72
1583,346319.34
1584,216368.62
1585,140424.52
